DEPP;CODCOMP;COMP;DEP;CODCOM;COM;PMUN;PCAP;PTOT
70;045;Avrigney-Virey;70;570;Virey;58;0;58
71;134;Navour-sur-Grosne;71;055;Brandon;322;3;325
71;134;Navour-sur-Grosne;71;134;Clermain;238;7;245
71;582;La Vineuse sur Fregande;71;180;Donzy-le-National;222;8;230
71;270;Mâcon;71;260;Loché;262;6;268
71;279;Le Rousset-Marizy;71;279;Marizy;400;14;414
71;582;La Vineuse sur Fregande;71;288;Massy;55;0;55
71;134;Navour-sur-Grosne;71;304;Montagny-sur-Grosne;97;1;98
71;279;Le Rousset-Marizy;71;375;Le Rousset;219;8;227
71;270;Mâcon;71;432;Saint-Jean-le-Priche;433;9;442
71;270;Mâcon;71;511;Sennecé-lès-Mâcon;1391;29;1420
71;582;La Vineuse sur Fregande;71;582;La Vineuse;294;9;303
71;582;La Vineuse sur Fregande;71;587;Vitry-lès-Cluny;80;2;82
72;025;Bazouges Cré sur Loir;72;025;Bazouges-sur-le-Loir;1204;28;1232
72;262;Loir en Vallée;72;063;La Chapelle-Gaugain;318;3;321
72;137;Villeneuve-en-Perseigne;72;069;Chassé;179;3;182
72;071;Montval-sur-Loir;72;071;Château-du-Loir;4376;193;4569
72;080;Cherré-Au;72;080;Cherré;1774;61;1835
72;080;Cherré-Au;72;081;Cherreau;949;19;968
72;308;Saint-Paterne - Le Chevain;72;082;Le Chevain;566;8;574
72;138;Fresnay-sur-Sarthe;72;097;Coulombiers;468;8;476
72;025;Bazouges Cré sur Loir;72;108;Cré-sur-Loir;771;19;790
72;176;Le Lude;72;117;Dissé-sous-le-Lude;529;14;543
72;128;Val-d'Étangson;72;128;Évaillé;347;5;352
72;137;Villeneuve-en-Perseigne;72;137;La Fresnaye-sur-Chédouet;934;15;949
72;262;Loir en Vallée;72;159;Lavenay;308;4;312
72;137;Villeneuve-en-Perseigne;72;162;Lignières-la-Carelle;380;8;388
72;176;Le Lude;72;176;Le Lude;3571;59;3630
72;071;Montval-sur-Loir;72;203;Montabon;714;13;727
72;137;Villeneuve-en-Perseigne;72;207;Montigny;27;1;28
72;262;Loir en Vallée;72;240;Poncé-sur-le-Loir;323;5;328
72;137;Villeneuve-en-Perseigne;72;258;Roullée;240;2;242
72;262;Loir en Vallée;72;262;Ruillé-sur-Loir;1171;118;1289
72;138;Fresnay-sur-Sarthe;72;284;Saint-Germain-sur-Sarthe;522;13;535
72;363;Tuffé Val de la Chéronne;72;288;Saint-Hilaire-le-Lierru;132;2;134
72;128;Val-d'Étangson;72;304;Sainte-Osmane;171;1;172
72;308;Saint-Paterne - Le Chevain;72;308;Saint-Paterne;1537;242;1779
72;137;Villeneuve-en-Perseigne;72;318;Saint-Rigomer-des-Bois;458;10;468
72;363;Tuffé Val de la Chéronne;72;363;Tuffé;1536;14;1550
72;071;Montval-sur-Loir;72;384;Vouvray-sur-Loir;813;11;824
73;212;Val-d'Arc;73;002;Aiguebelle;1203;9;1212
73;003;Grand-Aigueblanche;73;003;Aigueblanche;3219;88;3307
73;006;Aime-la-Plagne;73;006;Aime;2398;55;2453
73;010;Entrelacs;73;010;Albens;3926;72;3998
73;261;Saint-Michel-de-Maurienne;73;035;Beaune;52;1;53
73;150;La Plagne Tarentaise;73;038;Bellentre;921;27;948
73;003;Grand-Aigueblanche;73;045;Le Bois;409;9;418
73;187;La Léchère;73;046;Bonneval;93;1;94
73;290;Val-Cenis;73;056;Bramans;445;8;453
73;187;La Léchère;73;060;Celliers;45;0;45
73;010;Entrelacs;73;062;Cessens;464;11;475
73;135;La Tour-en-Maurienne;73;080;Le Châtel;170;3;173
73;150;La Plagne Tarentaise;73;093;La Côte-d'Aime;945;43;988
73;187;La Léchère;73;102;Doucy;377;12;389
73;010;Entrelacs;73;108;Épersy;402;16;418
73;215;Valgelon-La Rochette;73;111;Étable;432;9;441
73;187;La Léchère;73;112;Feissons-sur-Isère;563;12;575
73;284;Salins-Fontaine;73;115;Fontaine-le-Puits;121;6;127
73;151;Porte-de-Savoie;73;118;Francin;1122;19;1141
73;006;Aime-la-Plagne;73;126;Granier;342;9;351
73;236;Saint-Genix-les-Villages;73;127;Gresin;335;7;342
73;135;La Tour-en-Maurienne;73;135;Hermillon;646;10;656
73;290;Val-Cenis;73;143;Lanslebourg-Mont-Cenis;619;14;633
73;290;Val-Cenis;73;144;Lanslevillard;480;6;486
73;006;Aime-la-Plagne;73;148;Longefoy;292;8;300
73;150;La Plagne Tarentaise;73;150;Mâcot-la-Plagne;1757;57;1814
73;151;Porte-de-Savoie;73;151;Les Marches;2708;54;2762
73;010;Entrelacs;73;158;Mognard;412;13;425
73;235;Saint François Longchamp;73;163;Montaimont;137;3;140
73;235;Saint François Longchamp;73;167;Montgellafrey;88;0;88
73;006;Aime-la-Plagne;73;169;Montgirod;488;11;499
73;013;Albiez-Montrond;73;174;Montrond;36;0;36
73;187;La Léchère;73;185;Naves;121;1;122
73;187;La Léchère;73;187;Notre-Dame-de-Briançon;496;10;506
73;187;La Léchère;73;199;Petit-Cœur;566;5;571
73;135;La Tour-en-Maurienne;73;203;Pontamafrey-Montpascal;267;6;273
73;187;La Léchère;73;209;Pussy;340;9;349
73;212;Val-d'Arc;73;212;Randens;812;14;826
73;215;Valgelon-La Rochette;73;215;La Rochette;3743;60;3803
73;235;Saint François Longchamp;73;235;Saint-François-Longchamp;320;3;323
73;236;Saint-Genix-les-Villages;73;236;Saint-Genix-sur-Guiers;2347;54;2401
73;010;Entrelacs;73;238;Saint-Germain-la-Chambotte;509;13;522
73;010;Entrelacs;73;239;Saint-Girod;627;15;642
73;257;Les Belleville;73;244;Saint-Jean-de-Belleville;522;14;536
73;257;Les Belleville;73;257;Saint-Martin-de-Belleville;2631;89;2720
73;236;Saint-Genix-les-Villages;73;260;Saint-Maurice-de-Rotherens;213;6;219
73;003;Grand-Aigueblanche;73;266;Saint-Oyen;195;7;202
73;284;Salins-Fontaine;73;284;Salins-les-Thermes;873;14;887
73;290;Val-Cenis;73;287;Sollières-Sardières;171;4;175
73;290;Val-Cenis;73;290;Termignon;353;6;359
73;006;Aime-la-Plagne;73;291;Tessens;427;8;435
73;261;Saint-Michel-de-Maurienne;73;295;Thyl;35;0;35
73;150;La Plagne Tarentaise;73;305;Valezan;205;4;209
73;257;Les Belleville;73;321;Villarlurin;323;13;336
73;006;Aime-la-Plagne;73;325;Villette;486;13;499
74;010;Annecy;74;010;Annecy;54480;1314;55794
74;010;Annecy;74;011;Annecy-le-Vieux;22713;547;23260
74;282;Fillière;74;022;Aviernoz;896;30;926
74;167;Val de Chaise;74;084;Cons-Sainte-Colombe;394;10;404
74;010;Annecy;74;093;Cran-Gevrier;18671;450;19121
74;220;Reignier-Ésery;74;113;Ésery;614;8;622
74;282;Fillière;74;120;Évires;1486;37;1523
74;167;Val de Chaise;74;167;Marlens;993;14;1007
74;010;Annecy;74;182;Meythet;8253;199;8452
74;275;Talloires-Montmin;74;187;Montmin;322;3;325
74;282;Fillière;74;204;Les Ollières;1069;19;1088
74;010;Annecy;74;217;Pringy;4608;111;4719
74;282;Fillière;74;245;Saint-Martin-Bellevue;2792;81;2873
74;010;Annecy;74;268;Seynod;23041;555;23596
74;275;Talloires-Montmin;74;275;Talloires;1602;63;1665
74;282;Fillière;74;282;Thorens-Glières;3291;80;3371
76;020;Anneville-Ambourville;76;003;Ambourville;187;3;190
76;618;Petit-Caux;76;027;Assigny;385;5;390
76;476;Port-Jérôme-sur-Seine;76;031;Auberville-la-Campagne;649;12;661
76;034;Val-de-Scie;76;034;Auffay;1837;17;1854
76;618;Petit-Caux;76;037;Auquemesnil;262;3;265
76;041;Les Hauts-de-Caux;76;041;Autretot;664;10;674
76;258;Terres-de-Caux;76;044;Auzouville-Auberbosc;304;6;310
76;618;Petit-Caux;76;073;Belleville-sur-Mer;1032;24;1056
76;258;Terres-de-Caux;76;078;Bennetot;183;2;185
76;258;Terres-de-Caux;76;080;Bermonville;494;15;509
76;618;Petit-Caux;76;081;Berneval-le-Grand;1425;29;1454
76;618;Petit-Caux;76;098;Biville-sur-Mer;850;17;867
76;146;Buchy;76;127;Bosc-Roger-sur-Buchy;722;17;739
76;618;Petit-Caux;76;137;Bracquemont;864;32;896
76;618;Petit-Caux;76;145;Brunville;248;2;250
76;146;Buchy;76;146;Buchy;1593;88;1681
76;164;Rives-en-Seine;76;164;Caudebec-en-Caux;2242;35;2277
76;034;Val-de-Scie;76;191;Cressy;293;3;296
76;618;Petit-Caux;76;215;Derchigny;591;12;603
76;146;Buchy;76;248;Estouteville-Écalles;505;8;513
76;258;Terres-de-Caux;76;258;Fauville-en-Caux;2326;74;2400
76;276;Forges-les-Eaux;76;276;Forges-les-Eaux;3244;165;3409
76;276;Forges-les-Eaux;76;277;Le Fossé;506;7;513
76;618;Petit-Caux;76;301;Glicourt;271;2;273
76;618;Petit-Caux;76;310;Gouchaupre;196;2;198
76;618;Petit-Caux;76;326;Greny;123;2;125
76;618;Petit-Caux;76;337;Guilmécourt;417;7;424
76;618;Petit-Caux;76;376;Intraville;315;6;321
76;401;Arelaune-en-Seine;76;401;La Mailleraye-sur-Seine;1922;31;1953
76;217;Dieppe;76;466;Neuville-lès-Dieppe;9280;147;9427
76;476;Port-Jérôme-sur-Seine;76;476;Notre-Dame-de-Gravenchon;8836;158;8994
76;618;Petit-Caux;76;496;Penly;495;6;501
76;258;Terres-de-Caux;76;525;Ricarville;310;4;314
76;351;Le Havre;76;539;Rouelles;2994;33;3027
76;258;Terres-de-Caux;76;607;Sainte-Marguerite-sur-Fauville;281;4;285
76;618;Petit-Caux;76;618;Saint-Martin-en-Campagne;1243;45;1288
76;401;Arelaune-en-Seine;76;625;Saint-Nicolas-de-Bliquetuit;602;13;615
76;258;Terres-de-Caux;76;639;Saint-Pierre-Lavis;307;7;314
76;618;Petit-Caux;76;643;Saint-Quentin-au-Bosc;108;0;108
76;164;Rives-en-Seine;76;659;Saint-Wandrille-Rançon;1176;20;1196
76;034;Val-de-Scie;76;674;Sévis;395;5;400
76;618;Petit-Caux;76;696;Tocqueville-sur-Eu;217;4;221
76;476;Port-Jérôme-sur-Seine;76;701;Touffreville-la-Cable;420;9;429
76;618;Petit-Caux;76;704;Tourville-la-Chapelle;612;10;622
76;476;Port-Jérôme-sur-Seine;76;713;Triquerville;359;10;369
76;041;Les Hauts-de-Caux;76;729;Veauville-lès-Baons;683;8;691
76;164;Rives-en-Seine;76;742;Villequier;674;11;685
77;316;Moret-Loing-et-Orvanne;77;166;Écuelles;2399;65;2464
77;316;Moret-Loing-et-Orvanne;77;170;Épisy;635;17;652
77;262;Louan-Villegruis-Fontaine;77;189;Fontaine-sous-Montaiguillon;95;5;100
77;316;Moret-Loing-et-Orvanne;77;299;Montarlot;242;7;249
77;316;Moret-Loing-et-Orvanne;77;316;Moret-sur-Loing;4257;115;4372
77;093;La Chapelle-Moutils;77;324;Moutils;123;1;124
77;264;Lumigny-Nesles-Ormeaux;77;334;Nesles;581;13;594
77;264;Lumigny-Nesles-Ormeaux;77;346;Ormeaux;367;3;370
77;010;Aubepierre-Ozouer-le-Repos;77;351;Ozouer-le-Repos;385;3;388
77;261;Lorrez-le-Bocage-Préaux;77;375;Préaux;116;1;117
77;504;Villemaréchal;77;399;Saint-Ange-le-Viel;234;3;237
77;316;Moret-Loing-et-Orvanne;77;491;Veneux-les-Sablons;4974;134;5108
77;421;Saint-Mars-Vieux-Maisons;77;497;Vieux-Maisons;92;2;94
77;031;Bernay-Vilbert;77;499;Vilbert;354;2;356
77;020;Bannost-Villegagnon;77;502;Villegagnon;198;3;201
77;504;Villemaréchal;77;504;Villemaréchal;862;20;882
78;158;Le Chesnay-Rocquencourt;78;158;Le Chesnay;27363;573;27936
78;551;Saint-Germain-en-Laye;78;251;Fourqueux;3822;152;3974
78;158;Le Chesnay-Rocquencourt;78;524;Rocquencourt;3694;77;3771
79;185;Aigondigné;79;004;Aigonnay;632;22;654
79;005;Airvault;79;005;Airvault;2189;31;2220
79;136;Alloinay;79;006;Les Alleuds;294;5;299
79;013;Argentonnay;79;013;Argenton-les-Vallées;1631;59;1690
79;014;Loretz-d'Argenton;79;014;Argenton-l'Église;1373;25;1398
79;014;Loretz-d'Argenton;79;026;Bagneux;224;3;227
79;083;Chef-Boutonne;79;027;La Bataille;72;0;72
79;049;Bressuire;79;028;Beaulieu-sous-Bressuire;909;45;954
79;078;Plaine-d'Argenson;79;033;Belleville;152;1;153
79;077;Beugnon-Thireuil;79;035;Le Beugnon;284;3;287
79;078;Plaine-d'Argenson;79;039;Boisserolles;56;3;59
79;005;Airvault;79;041;Borcq-sur-Airvault;239;4;243
79;014;Loretz-d'Argenton;79;043;Bouillé-Loretz;1012;20;1032
79;063;Val en Vignes;79;044;Bouillé-Saint-Paul;380;87;467
79;179;Moncoutant-sur-Sèvre;79;051;Le Breuil-Bernard;542;14;556
79;049;Bressuire;79;052;Breuil-Chaussée;1059;52;1111
79;013;Argentonnay;79;053;Le Breuil-sous-Argenton;434;5;439
79;196;Plaine-et-Vallées;79;054;Brie;173;2;175
79;061;Celles-sur-Belle;79;061;Celles-sur-Belle;2456;50;2506
79;063;Val en Vignes;79;063;Cersay;771;16;787
79;064;Fontivillié;79;064;Chail;502;12;514
79;049;Bressuire;79;065;Chambroutet;508;25;533
79;105;Les Châteliers;79;068;Chantecorps;316;9;325
79;013;Argentonnay;79;072;La Chapelle-Gaudin;240;2;242
79;079;Mauléon;79;073;La Chapelle-Largeau;1048;17;1065
79;179;Moncoutant-sur-Sèvre;79;075;La Chapelle-Saint-Étienne;331;5;336
79;077;Beugnon-Thireuil;79;077;La Chapelle-Thireuil;449;7;456
79;083;Chef-Boutonne;79;083;Chef-Boutonne;1973;100;2073
79;049;Bressuire;79;093;Clazay;674;33;707
79;217;Prailles-La Couarde;79;098;La Couarde;275;3;278
79;013;Argentonnay;79;099;La Coudre;214;5;219
79;105;Les Châteliers;79;105;Coutières;149;4;153
79;083;Chef-Boutonne;79;107;Crézières;38;0;38
79;280;Saint Maurice Étusson;79;113;Étusson;336;6;342
79;016;Assais-les-Jumeaux;79;143;Les Jumeaux;283;3;286
79;079;Mauléon;79;155;Loublande;929;22;951
79;063;Val en Vignes;79;168;Massais;606;11;617
79;329;Thouars;79;171;Mauzé-Thouarsais;2147;48;2195
79;174;Melle;79;173;Mazières-sur-Béronne;399;12;411
79;174;Melle;79;174;Melle;3294;234;3528
79;329;Thouars;79;178;Missé;837;19;856
79;179;Moncoutant-sur-Sèvre;79;179;Moncoutant;3155;140;3295
79;061;Celles-sur-Belle;79;181;Montigné;288;1;289
79;123;La Forêt-sur-Sèvre;79;182;Montigny;596;10;606
79;185;Aigondigné;79;185;Mougon;2119;71;2190
79;079;Mauléon;79;186;Moulins;700;14;714
79;013;Argentonnay;79;187;Moutiers-sous-Argenton;624;14;638
79;179;Moncoutant-sur-Sèvre;79;188;Moutiers-sous-Chantemerle;598;12;610
79;049;Bressuire;79;192;Noirlieu;351;17;368
79;049;Bressuire;79;193;Noirterre;1002;50;1052
79;196;Plaine-et-Vallées;79;196;Oiron;912;18;930
79;174;Melle;79;199;Paizay-le-Tort;506;9;515
79;217;Prailles-La Couarde;79;217;Prailles;676;19;695
79;334;Val-du-Mignon;79;219;Priaires;116;0;116
79;179;Moncoutant-sur-Sèvre;79;222;Pugny;235;6;241
49;099;Cholet;79;224;Le Puy-Saint-Bonnet;2223;79;2302
79;123;La Forêt-sur-Sèvre;79;232;La Ronde;423;13;436
79;079;Mauléon;79;233;Rorthais;774;12;786
79;079;Mauléon;79;237;Saint-Aubin-de-Baubigné;1431;31;1462
79;185;Aigondigné;79;240;Sainte-Blandine;686;18;704
79;078;Plaine-d'Argenson;79;247;Saint-Étienne-la-Cigogne;158;3;161
79;196;Plaine-et-Vallées;79;260;Saint-Jouin-de-Marnes;539;12;551
79;179;Moncoutant-sur-Sèvre;79;261;Saint-Jouin-de-Milly;209;4;213
79;174;Melle;79;264;Saint-Léger-de-la-Martinière;998;30;1028
79;123;La Forêt-sur-Sèvre;79;272;Saint-Marsault;509;11;520
79;174;Melle;79;279;Saint-Martin-lès-Melle;821;16;837
79;280;Saint Maurice Étusson;79;280;Saint-Maurice-la-Fougereuse;545;9;554
79;061;Celles-sur-Belle;79;282;Saint-Médard;112;2;114
79;285;Saint-Pardoux-Soutiers;79;285;Saint-Pardoux;1592;36;1628
79;063;Val en Vignes;79;288;Saint-Pierre-à-Champ;278;5;283
79;329;Thouars;79;292;Sainte-Radegonde;1799;40;1839
79;049;Bressuire;79;296;Saint-Sauveur;1599;79;1678
79;064;Fontivillié;79;314;Sompt;321;7;328
79;005;Airvault;79;317;Soulièvres;525;11;536
79;285;Saint-Pardoux-Soutiers;79;318;Soutiers;263;5;268
79;196;Plaine-et-Vallées;79;321;Taizé-Maulais;743;17;760
79;079;Mauléon;79;323;Le Temple;488;6;494
79;049;Bressuire;79;324;Terves;2586;128;2714
79;005;Airvault;79;325;Tessonnière;326;3;329
79;185;Aigondigné;79;327;Thorigné;1246;38;1284
79;334;Val-du-Mignon;79;328;Thorigny-sur-le-Mignon;89;1;90
79;083;Chef-Boutonne;79;330;Tillou;324;7;331
79;013;Argentonnay;79;333;Ulcot;54;1;55
79;334;Val-du-Mignon;79;334;Usseau;872;20;892
79;061;Celles-sur-Belle;79;344;Verrines-sous-Celles;1025;26;1051
80;436;Hescamps;80;007;Agnières;150;3;153
80;443;Hornoy-le-Bourg;80;111;Boisrault;112;0;112
80;505;Carnoy-Mametz;80;175;Carnoy;108;0;108
80;554;Molliens-Dreuil;80;257;Dreuil-lès-Molliens;146;1;147
80;557;Estrées-Mons;80;289;Estrées-en-Chaussée;75;3;78
80;295;Étinehem-Méricourt;80;295;Étinehem;383;4;387
80;436;Hescamps;80;363;Frettemolle;108;4;112
80;443;Hornoy-le-Bourg;80;382;Gouy-l'Hôpital;43;1;44
80;703;Saint-Germain-sur-Bresle;80;394;Guémicourt;18;1;19
80;456;Lafresguimont-Saint-Martin;80;398;Guibermesnil;59;1;60
80;406;Hallencourt;80;441;Hocquincourt;111;2;113
80;621;Hypercourt;80;447;Hyencourt-le-Grand;76;1;77
80;456;Lafresguimont-Saint-Martin;80;454;Laboissière-Saint-Martin;60;0;60
80;630;Poix-de-Picardie;80;457;Lahaye-Saint-Romain;276;2;278
80;443;Hornoy-le-Bourg;80;483;Lincheux-Hallivillers;156;5;161
80;485;Ô-de-Selle;80;485;Lœuilly;797;8;805
80;245;Domléger-Longvillers;80;492;Longvillers;168;1;169
80;505;Carnoy-Mametz;80;505;Mametz;185;4;189
80;509;Marchélepot-Misery;80;509;Marchélepot;456;6;462
80;222;Crécy-en-Ponthieu;80;510;Marcheville;113;3;116
80;295;Étinehem-Méricourt;80;532;Méricourt-sur-Somme;210;6;216
80;509;Marchélepot-Misery;80;551;Misery;136;0;136
80;456;Lafresguimont-Saint-Martin;80;564;Montmarquet;213;4;217
80;582;Namps-Maisnil;80;581;Namps-au-Mont;191;1;192
80;485;Ô-de-Selle;80;594;Neuville-lès-Lœuilly;129;2;131
80;621;Hypercourt;80;608;Omiécourt;265;1;266
80;623;Piennes-Onvillers;80;610;Onvillers;114;1;115
80;443;Hornoy-le-Bourg;80;612;Orival;223;3;226
80;621;Hypercourt;80;621;Pertain;374;9;383
80;582;Namps-Maisnil;80;689;Rumaisnil;114;1;115
80;229;Crouy-Saint-Pierre;80;712;Saint-Pierre-à-Gouy;72;1;73
80;443;Hornoy-le-Bourg;80;731;Selincourt;97;0;97
80;436;Hescamps;80;739;Souplicourt;85;0;85
80;582;Namps-Maisnil;80;745;Taisnil;320;2;322
80;485;Ô-de-Selle;80;761;Tilloy-lès-Conty;242;0;242
80;443;Hornoy-le-Bourg;80;768;Tronchoy;224;4;228
80;211;Conty;80;816;Wailly;166;0;166
80;406;Hallencourt;80;817;Wanel;140;0;140
81;262;Saint-Marcel-Campes;81;057;Campes;100;0;100
81;218;Puygouzon;81;113;Labastide-Dénat;425;7;432
81;233;Terre-de-Bancalié;81;226;Ronel;334;4;338
81;233;Terre-de-Bancalié;81;233;Roumégoux;269;4;273
81;233;Terre-de-Bancalié;81;241;Saint-Antonin-de-Lacalm;285;3;288
81;233;Terre-de-Bancalié;81;260;Saint-Lieux-Lafenasse;456;9;465
81;233;Terre-de-Bancalié;81;296;Terre-Clapier;265;6;271
81;233;Terre-de-Bancalié;81;301;Le Travet;121;2;123
85;001;L'Aiguillon-la-Presqu'île;85;001;L'Aiguillon-sur-Mer;2052;32;2084
85;008;Aubigny-Les Clouzeaux;85;008;Aubigny;4069;60;4129
85;009;Auchay-sur-Vendée;85;009;Auzay;661;14;675
85;019;Bellevigny;85;019;Belleville-sur-Vie;4075;94;4169
85;146;Montaigu-Vendée;85;027;Boufféré;3476;106;3582
85;084;Essarts en Bocage;85;030;Boulogne;997;12;1009
85;213;Rives de l'Yon;85;043;Chaillé-sous-les-Ormeaux;1366;25;1391
85;009;Auchay-sur-Vendée;85;044;Chaix;488;7;495
85;302;Chanverrie;85;048;Chambretaud;1563;37;1600
85;152;Les Achards;85;052;La Chapelle-Achard;2108;27;2135
85;090;Sèvremont;85;063;Les Châtelliers-Châteaumur;776;8;784
85;036;La Bretonnière-la-Claye;85;068;La Claye;105;4;109
85;008;Aubigny-Les Clouzeaux;85;069;Les Clouzeaux;2971;46;3017
85;135;Mareuil-sur-Lay-Dissais;85;079;Dissais;403;12;415
85;080;Doix lès Fontaines;85;080;Doix;975;18;993
85;084;Essarts en Bocage;85;084;Les Essarts;5738;104;5842
85;090;Sèvremont;85;090;La Flocellière;2606;46;2652
85;080;Doix lès Fontaines;85;091;Fontaines;765;15;780
85;146;Montaigu-Vendée;85;107;La Guyonnière;2760;84;2844
85;020;Benet;85;122;Lesson;624;15;639
85;146;Montaigu-Vendée;85;146;Montaigu;5178;158;5336
85;197;Montréverd;85;150;Mormaison;1224;11;1235
85;152;Les Achards;85;152;La Mothe-Achard;3223;87;3310
85;154;Mouilleron-Saint-Germain;85;154;Mouilleron-en-Pareds;1358;78;1436
85;162;Rives-d'Autise;85;162;Nieul-sur-l'Autise;1278;41;1319
85;084;Essarts en Bocage;85;165;L'Oie;1246;28;1274
85;162;Rives-d'Autise;85;168;Oulmes;804;20;824
85;177;Les Velluire-sur-Vendée;85;177;Le Poiré-sur-Velluire;664;12;676
85;090;Sèvremont;85;180;La Pommeraie-sur-Sèvre;986;26;1012
85;197;Montréverd;85;197;Saint-André-Treize-Voies;1448;28;1476
85;020;Benet;85;203;Sainte-Christine;358;5;363
85;084;Essarts en Bocage;85;212;Sainte-Florence;1319;20;1339
85;213;Rives de l'Yon;85;213;Saint-Florent-des-Bois;2872;147;3019
85;146;Montaigu-Vendée;85;217;Saint-Georges-de-Montaigu;4346;133;4479
85;154;Mouilleron-Saint-Germain;85;219;Saint-Germain-l'Aiguiller;428;12;440
85;146;Montaigu-Vendée;85;224;Saint-Hilaire-de-Loulay;4818;147;4965
85;040;La Caillère-Saint-Hilaire;85;230;Saint-Hilaire-du-Bois;303;5;308
85;090;Sèvremont;85;257;Saint-Michel-Mont-Mercure;2049;175;2224
85;051;Chantonnay;85;263;Saint-Philbert-du-Pont-Charrault;1041;10;1051
85;277;Saint-Vincent-sur-Graon;85;270;Saint-Sornin;104;3;107
85;197;Montréverd;85;272;Saint-Sulpice-le-Verdon;1118;21;1139
85;034;Bournezeau;85;275;Saint-Vincent-Puymaufrais;554;6;560
85;019;Bellevigny;85;279;Saligny;2118;33;2151
85;177;Les Velluire-sur-Vendée;85;299;Velluire;713;19;732
85;302;Chanverrie;85;302;La Verrie;3905;98;4003
85;001;L'Aiguillon-la-Presqu'île;85;307;La Faute-sur-Mer;693;12;705
86;019;Beaumont Saint-Cyr;86;019;Beaumont;1835;26;1861
86;123;Boivre-la-Vallée;86;021;Benassay;867;10;877
86;281;Saint-Martin-la-Pallu;86;030;Blaslay;532;5;537
86;082;Valence-en-Poitou;86;043;Ceaux-en-Couhé;538;11;549
86;123;Boivre-la-Vallée;86;056;La Chapelle-Montreuil;729;14;743
86;281;Saint-Martin-la-Pallu;86;060;Charrais;1098;27;1125
86;082;Valence-en-Poitou;86;067;Châtillon;225;6;231
86;281;Saint-Martin-la-Pallu;86;071;Cheneché;381;3;384
86;082;Valence-en-Poitou;86;082;Couhé;1802;42;1844
86;225;Saint-Jean-de-Sauves;86;101;Frontenay-sur-Dive;189;5;194
86;115;Jaunay-Marigny;86;115;Jaunay-Clan;6345;234;6579
86;123;Boivre-la-Vallée;86;123;Lavausseau;732;16;748
86;115;Jaunay-Marigny;86;146;Marigny-Brizay;1319;21;1340
86;161;Moncontour;86;155;Messais;100;3;103
86;123;Boivre-la-Vallée;86;166;Montreuil-Bonnin;751;12;763
86;108;La Grimaudière;86;179;Notre-Dame-d'Or;91;1;92
86;161;Moncontour;86;185;Ouzilly-Vignolles;194;2;196
86;082;Valence-en-Poitou;86;188;Payré;1047;54;1101
86;070;Chauvigny;86;199;Pouzioux;245;3;248
86;137;Loudun;86;212;Rossay;263;6;269
86;161;Moncontour;86;216;Saint-Chartres;102;2;104
86;019;Beaumont Saint-Cyr;86;219;Saint-Cyr;1119;14;1133
86;245;Senillé-Saint-Sauveur;86;245;Saint-Sauveur;998;21;1019
86;245;Senillé-Saint-Sauveur;86;259;Senillé;756;20;776
86;066;Châtellerault;86;267;Targé;933;23;956
86;281;Saint-Martin-la-Pallu;86;277;Varennes;351;5;356
86;082;Valence-en-Poitou;86;278;Vaux;800;16;816
86;281;Saint-Martin-la-Pallu;86;281;Vendeuvre-du-Poitou;3232;46;3278
86;108;La Grimaudière;86;283;Verger-sur-Dive;99;5;104
87;097;Val d'Issoire;87;026;Bussière-Boffy;278;3;281
87;028;Val-d'Oire-et-Gartempe;87;028;Bussière-Poitevine;841;5;846
87;028;Val-d'Oire-et-Gartempe;87;055;Darnac;344;5;349
87;097;Val d'Issoire;87;097;Mézières-sur-Issoire;735;9;744
87;092;Marval;87;098;Milhaguet;102;3;105
87;128;Saint-Pardoux-le-Lac;87;128;Roussac;466;4;470
87;028;Val-d'Oire-et-Gartempe;87;136;Saint-Barbant;325;8;333
87;027;Bussière-Galant;87;171;Saint-Nicolas-Courbefy;145;4;149
87;128;Saint-Pardoux-le-Lac;87;173;Saint-Pardoux;617;9;626
87;180;Saint-Sornin-Leulac;87;175;Saint-Priest-le-Betoux;59;0;59
87;128;Saint-Pardoux-le-Lac;87;184;Saint-Symphorien-sur-Couze;247;2;249
87;028;Val-d'Oire-et-Gartempe;87;196;Thiat;159;3;162
88;218;Granges-Aumontzey;88;018;Aumontzey;475;7;482
88;029;La Vôge-les-Bains;88;029;Bains-les-Bains;1132;115;1247
88;322;La Neuveville-devant-Lépanges;88;067;Le Boulay;223;6;229
88;361;Provenchères-et-Colroy;88;112;Colroy-la-Grande;506;97;603
88;465;Thaon-les-Vosges;88;204;Girmont;978;17;995
88;218;Granges-Aumontzey;88;218;Granges-sur-Vologne;2130;49;2179
88;029;La Vôge-les-Bains;88;234;Harsault;325;5;330
88;029;La Vôge-les-Bains;88;235;Hautmougey;132;3;135
88;465;Thaon-les-Vosges;88;337;Oncourt;190;7;197
88;361;Provenchères-et-Colroy;88;361;Provenchères-sur-Fave;822;18;840
88;322;La Neuveville-devant-Lépanges;88;420;Saint-Jean-du-Marché;92;1;93
88;465;Thaon-les-Vosges;88;465;Thaon-les-Vosges;7415;192;7607
89;130;Deux Rivières;89;001;Accolay;448;5;453
89;003;Montholon;89;003;Aillant-sur-Tholon;1671;47;1718
89;055;Brienon-sur-Armançon;89;047;Bligny-en-Othe;92;6;98
89;439;Vergigny;89;052;Bouilly;199;3;202
89;086;Charny Orée de Puisaye;89;070;Chambeugle;48;2;50
